country,region,type,regulator number,name,producer,application method,formulation,min rate,max rate,rate UOM,min days between applications,REI (h),PHI (d),AI1,[AI1],[AI1]UOM,AI1 EIQ,AI2,[AI2],[AI2]UOM,AI2 EIQ,AI3,[AI3],[AI3]UOM,AI3 EIQ,AI4,[AI4],[AI4]UOM,AI4 EIQ
United States,,Field Herbicide - Pre-emergence,59639-132,SELECT MAX HERBICIDE,Valent USA Corporation,Ground,Liquid,9,32,fl oz/acre,14,24,30,Clethodim,0.97,lb/gal,17,,,,,,,,,,,,
United States,,Field Herbicide,66330-414,SHADOW 3EC HERBICIDE,"UPL NA, INC.",Foliar,Liquid,2.9,10.3,fl oz/acre,14,24,30,Clethodim,3,lb/gal,17,,,,,,,,,,,,
Canada,,Field Herbicide - Post-emergence,29277,SHADOW RTM,Loveland Products Canada Inc.,Foliar,Liquid,,0.38,l/ha,,12,60,Clethodim,240,g/L,17,,,,,,,,,,,,
Canada,,Field Herbicide - Post-emergence,32885,STATUE,Nufarm Agriculture Inc.,Foliar,Liquid,0.125,0.38,l/ha,,12,60,Clethodim,240,g/L,17,,,,,,,,,,,,
Canada,,Field Herbicide - Post-emergence,32885,STATUE,Nufarm Agriculture Inc.,Air,Liquid,0.125,0.38,l/ha,,12,60,Clethodim,240,g/L,17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,5905-578,TAPOUT,Helena Chemical Company,Ground,Liquid,9,32,fl oz/acre,14,24,30,Clethodim,0.97,lb/gal,17,,,,,,,,,,,,
United States,,Field Herbicide - Post-emergence,66330-414,TRIZENTA 3EC,"UPL NA, INC.",Foliar,Liquid,2.9,10.3,fl oz/acre,14,24,30,Clethodim,3,lb/gal,17,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Post-emergence,2935-559,VAQUERO HERBICIDE,Wilbur-Ellis Company,Ground,Liquid,6,16,fl oz/acre,14,24,30,Clethodim,2,lb/gal,17,,,,,,,,,,,,
United States,Washington,Field Herbicide - Post-emergence,2935-559,VAQUERO HERBICIDE,Wilbur-Ellis Company,Ground,Liquid,6,16,fl oz/acre,14,24,30,Clethodim,2,lb/gal,17,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Post-emergence,2935-559,VAQUERO HERBICIDE,Wilbur-Ellis Company,Ground,Liquid,6,16,fl oz/acre,14,24,30,Clethodim,2,lb/gal,17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,59639-3-55467,VOLUNTEER HERBICIDE,"TENKOZ, Inc.",Ground,Liquid,6,16,fl oz/acre,14,24,30,Clethodim,2,lb/gal,17,,,,,,,,,,,,
Canada,,Seed Treatment,30362,EMESTO QUANTUM,BAYER CROPSCIENCE INC.,Seed Treatment - Liquid,Liquid,30,30,ml/100kg,,,,Clothianidin,207,g/L,32.06333333,Penflufen,66.5,g/L,38,,,,,,,,
United States,,Field Insecticide,59639-153,BELAY 16 WSG INSECTICIDE,Valent USA Corporation,Furrow,Dry,10,20,oz/acre,,12,,Clothianidin,16,%,32.06333333,,,,,,,,,,,,
United States,Idaho,Field Insecticide,59639-152,BELAY 50 WDG INSECTICIDE,Valent USA Corporation,Chemigation,Dry,1.1,1.6,oz/acre,7,12,14,Clothianidin,50,%,32.06333333,,,,,,,,,,,,
United States,Maine,Field Insecticide,59639-152,BELAY 50 WDG INSECTICIDE,Valent USA Corporation,Chemigation,Dry,1.1,1.6,oz/acre,7,12,14,Clothianidin,50,%,32.06333333,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,59639-152,BELAY 50 WDG INSECTICIDE,Valent USA Corporation,Chemigation,Dry,1.1,1.6,oz/acre,7,12,14,Clothianidin,50,%,32.06333333,,,,,,,,,,,,
United States,,Field Insecticide,59639-150,BELAY INSECTICIDE,Valent USA Corporation,Foliar,Liquid,2,3,fl oz/acre,7,12,14,Clothianidin,2.13,lb/gal,32.06333333,,,,,,,,,,,,
United States,,Field Insecticide,59639-150,BELAY INSECTICIDE,Valent USA Corporation,Furrow,Liquid,9,12,fl oz/acre,,12,,Clothianidin,2.13,lb/gal,32.06333333,,,,,,,,,,,,
United States,,Seed Treatment,59639-150,BELAY INSECTICIDE,Valent USA Corporation,Seed Treatment - Liquid,Liquid,0.4,0.6,fl oz/cwt,,12,,Clothianidin,2.13,lb/gal,32.06333333,,,,,,,,,,,,
Canada,,Field Insecticide,29382,CLUTCH 50 WDG,"Valent Canada, Inc",Foliar,Dry,70,105,g/ha,,12,14,Clothianidin,50,%,32.06333333,,,,,,,,,,,,
Canada,,Field Insecticide,29382,CLUTCH 50 WDG,"Valent Canada, Inc",Furrow,Dry,107.647,181.299,g/acre,,12,14,Clothianidin,50,%,32.06333333,,,,,,,,,,,,
Canada,,Seed Treatment,28975,NIPSIT INSIDE 600 INSECTICIDE,"Valent Canada, Inc",Seed Treatment - Liquid,Liquid,10.4,20.8,ml/100kg,,,,Clothianidin,600,g/L,32.06333333,,,,,,,,,,,,
Canada,,Field Insecticide,27449,TITAN,Bayer CropScience Inc.,Furrow,Liquid,89.435,150.947,ml/acre,,12,,Clothianidin,600,g/L,32.06333333,,,,,,,,,,,,
Canada,,Seed Treatment,27449,TITAN,Bayer CropScience Inc.,Seed Treatment - Liquid,Liquid,10.4,20.8,ml/100kg,,12,,Clothianidin,600,g/L,32.06333333,,,,,,,,,,,,
United States,Maine,Field Fungicide - 36inch Spacing,72444-1,CONTANS WG,Danstar Ferment AG,Soil Incorporated,Dry,1,6,lb/acre,,4,0,Coniothyrium minitans strain CON/M/91-08,5.3,%,,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide - 36inch Spacing,72444-1,CONTANS WG,Danstar Ferment AG,Soil Incorporated,Dry,1,6,lb/acre,,4,0,Coniothyrium minitans strain CON/M/91-08,5.3,%,,,,,,,,,,,,,
United States,,Field Fungicide,80289-3,BADGE SC,Gowan Company,Foliar,Liquid,1,4,pt/acre,5,24,0,Copper,2.27,lb/gal,62,,,,,,,,,,,,
United States,,Field Fungicide,80289-3,BADGE SC,Gowan Company,Chemigation,Liquid,1,4,pt/acre,5,24,0,Copper,2.27,lb/gal,62,,,,,,,,,,,,
United States,,Field Fungicide,80289-12,BADGE X2,Gowan Company,Foliar,Dry,1,4,lb/acre,5,24,0,Copper,28.2,%,62,,,,,,,,,,,,
United States,,Field Fungicide,10465-3,COPPER-COUNT-N,VENATOR CHEMICALS LLC,Foliar,Liquid,1.5,3,qt/acre,7,24,,Copper,0.78,lb/gal,62,,,,,,,,,,,,
United States,Idaho,Field Fungicide,352-690,MANKOCIDE FUNGICIDE,COSACO LLC,Foliar,Dry,1.5,5,lb/acre,5,48,14,Copper hydroxide,46.1,%,33.2,Mancozeb,15,%,25.72,,,,,,,,
United States,Washington,Field Fungicide,352-690,MANKOCIDE FUNGICIDE,COSACO LLC,Foliar,Dry,1.5,5,lb/acre,5,48,14,Copper hydroxide,46.1,%,33.2,Mancozeb,15,%,25.72,,,,,,,,
United States,Maine,Field Fungicide,352-690,MANKOCIDE FUNGICIDE,COSACO LLC,Foliar,Dry,1.5,5,lb/acre,5,48,3,Copper hydroxide,46.1,%,33.2,Mancozeb,15,%,25.72,,,,,,,,
United States,Wisconsin,Field Fungicide,352-690,MANKOCIDE FUNGICIDE,COSACO LLC,Foliar,Dry,1.5,5,lb/acre,5,48,3,Copper hydroxide,46.1,%,33.2,Mancozeb,15,%,25.72,,,,,,,,
United States,,Field Fungicide,100-804,RIDOMIL GOLD/COPPER,Syngenta Crop Protection,Foliar,Dry,2,2,lb/acre,14,48,14,Copper hydroxide,60,%,33.2,Metalaxyl,4.8,%,13.16666667,,,,,,,,
United States,,Field Fungicide,55146-57,CHAMP DP DRY PRILL,Nufarm Americas Inc.,Foliar,Dry,0.67,2.67,lb/acre,5,48,0,Copper hydroxide,57.6,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,55146-64,CHAMP FORMULA 2 FLOWABLE,Nufarm Americas Inc.,Foliar,Liquid,0.66,2.66,pt/acre,5,48,,Copper hydroxide,4.6,lb/gal,33.2,,,,,,,,,,,,
United States,,Field Fungicide,55146-1,CHAMP WG FUNGICIDE,Nufarm Americas Inc.,Foliar,Dry,1,5,lb/acre,5,48,,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,55146-115,CHAMPION,Nufarm,Foliar,Dry,0.5,1.75,lb/acre,5,48,,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,55146-115,CHAMPION,Nufarm,Chemigation,Dry,0.5,1.75,lb/acre,5,48,,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,55146-1,CHAMPION WETTABLE POWDER,Nufarm Americas Inc.,Foliar,Dry,1,5,lb/acre,5,48,,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,55146-1,CHAMPION WETTABLE POWDER,Nufarm Americas Inc.,Chemigation,Dry,1,5,lb/acre,5,48,,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
Canada,,Field Fungicide,16047,COPPERCIDE WP,United Agri Products Canada Inc.,Foliar,Dry,1.1,3.4,kg/ha,7,,1,Copper hydroxide,50,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,1812-288,KOCIDE 101,COSACO LLC,Foliar,Dry,1,4,lb/acre,5,48,,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,352-656,KOCIDE 2000,COSACO LLC,Foliar,Dry,0.75,3,lb/acre,5,48,0,Copper hydroxide,53.8,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,352-662,KOCIDE 3000,COSACO LLC,Foliar,Dry,0.5,1.75,lb/acre,5,48,0,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,Idaho,Field Fungicide,91411-11-7005,KOCIDE 3000-O,Certis USA LLC,Foliar,,0.5,1.75,lb/acre,5,48,0,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide,91411-11-7005,KOCIDE 3000-O,Certis USA LLC,Foliar,,0.5,1.75,lb/acre,5,48,0,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,Washington,Field Fungicide,91411-11-7005,KOCIDE 3000-O,Certis USA LLC,Chemigation,,0.5,1.75,lb/acre,5,48,0,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,Washington,Field Fungicide,91411-11-7005,KOCIDE 3000-O,Certis USA LLC,Foliar,,0.5,1.75,lb/acre,5,48,0,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide,91411-11-7005,KOCIDE 3000-O,Certis USA LLC,Chemigation,,0.5,1.75,lb/acre,5,48,0,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,Idaho,Field Fungicide,91411-11-7005,KOCIDE 3000-O,Certis USA LLC,Chemigation,,0.5,1.75,lb/acre,5,48,0,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,91411-12-70051,KOCIDE HCU,Certis USA LLC,Foliar,Dry,1,4,lb/acre,5,48,0,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,42750-281,NU-COP 30 HB,"Albaugh, LLC",Foliar,Dry,0.5,2.5,lb/acre,5,48,,Copper hydroxide,46.1,%,33.2,,,,,,,,,,,,
United States,,Field Fungicide,42750-75,NU-COP 3L,"Albaugh, LLC",Foliar,Liquid,0.666,6.5,pt/acre,5,48,14,Copper hydroxide,3,lb/gal,33.2,,,,,,,,,,,,
United States,,Field Fungicide,45002-4,NU-COP 50DF,"Albaugh, LLC",Foliar,Dry,1,5,lb/acre,5,48,14,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,Washington,Field Fungicide,45002-7,NU-COP 50WP,"Albaugh, LLC",Foliar,Dry,1,5,lb/acre,5,48,14,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide,45002-7,NU-COP 50WP,"Albaugh, LLC",Foliar,Dry,1,5,lb/acre,5,48,14,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,Maine,Field Fungicide,42750-132,NU-COP HB,"Albaugh, LLC",Foliar,Dry,0.5,2.5,lb/acre,5,48,14,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,Washington,Field Fungicide,42750-132,NU-COP HB,"Albaugh, LLC",Foliar,Dry,0.5,2.5,lb/acre,5,48,14,Copper hydroxide,77,%,33.2,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide,42750-217,NU-COP XLR,"Albaugh, LLC",Foliar,Liquid,1.2,20,pt/acre,5,48,14,Copper hydroxide,1,lb/gal,33.2,,,,,,,,,,,,
United States,,Field Fungicide,48142-1,NORDOX,NORDOX Industrier AS,Foliar,Dry,1,6,lb/acre,7,48,0,Copper oxide,56.4,%,62,,,,,,,,,,,,
Canada,,Field Fungicide,19146,COPPER SPRAY,LOVELAND PRODUCTS CANADA INC.,Foliar,Dry,4,4,kg/ha,5,48,,Copper Oxychloride,50,%,29.8,,,,,,,,,,,,
United States,,Field Fungicide,56576-1,COPPER SULFATE CRYSTAL,Chem One Ltd.,Foliar,Dry,10,10,lb/acre,5,48,7,Copper sulfate,99,%,61.9,,,,,,,,,,,,
United States,,Field Fungicide,66675-3,CS 2005,"MAGNA-BON II, LLC",Foliar,Dry,19.2,32,oz/acre,5,48,,Copper sulfate pentahydrate,19.8,%,69.83,,,,,,,,,,,,
United States,,Field Fungicide,66675-3,CS 2005,"MAGNA-BON II, LLC",Chemigation,Dry,19.2,32,oz/acre,5,48,,Copper sulfate pentahydrate,19.8,%,69.83,,,,,,,,,,,,
United States,,Field Fungicide,55272-18-66222,MASTERCOP FUNGICIDE,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,0.5,1.5,pt/acre,5,48,0,Copper sulfate pentahydrate,0.214,%,69.83,,,,,,,,,,,,
Canada,,Field Fungicide,9934,COPPER 53W,Loveland Products Canada Inc.,Foliar,Dry,,3.8,kg/ha,5,48,2,Copper sulfate,53.4,%,61.9,,,,,,,,,,,,
Canada,New Brunswick,Field Insecticide,24464,GOVERNOR 75WP,"Syngenta Canada, Inc.",Foliar,Dry,186,373,g/ha,6,12,14,Cryomazine,75,%,,,,,,,,,,,,,
Canada,,Nematicide,30900,MINECTO DUO 40WG,"Syngenta Canada, Inc.",Furrow,Dry,440,700,g/ha,,12,,Cyantraniliprole,20,%,14.67,Thiamethoxam,20,%,33.29833333,,,,,,,,
United States,,Field Insecticide,352-859,EXIREL,FMC CORPORATION,Foliar,Liquid,5,20.5,fl oz/acre,5,12,7,Cyantraniliprole,0.83,lb/gal,14.67,,,,,,,,,,,,
Canada,,Field Insecticide,30895,EXIREL,FMC Corporation,Foliar,Liquid,250,1500,ml/ha,5,12,7,Cyantraniliprole,100,g/L,14.67,,,,,,,,,,,,
United States,,Field Insecticide,71512-26-88783,HARVANTA 50 SL INSECTICIDE,"SUMMIT AGRO USA, LLC",Foliar,Liquid,10.9,16.4,fl oz/acre,5,4,7,Cyantraniliprole,0.42,lb/gal,14.67,,,,,,,,,,,,
Canada,,Field Insecticide,32889,HARVANTA 50SL INSECTICIDE,ISK Biosciences Corporation,Foliar,Liquid,0.4,1.2,l/ha,5,12,7,Cyantraniliprole,50,g/L,14.67,,,,,,,,,,,,
Canada,,Seed Treatment,32270,HGW86 200SC,FMC Corporation,Seed Treatment - Liquid,Liquid,45,45,ml/100kg,,12,,Cyantraniliprole,200,g/L,14.67,,,,,,,,,,,,
Canada,,Seed Treatment,32270,HGW86 200SC,FMC Corporation,Seed Treatment - Liquid,Liquid,404.686,404.686,ml/acre,,,,Cyantraniliprole,200,g/L,14.67,,,,,,,,,,,,
Canada,,Field Insecticide,30892,VERIMARK,FMC Corporation,Furrow,Liquid,750,1000,ml/ha,,12,,Cyantraniliprole,200,g/L,14.67,,,,,,,,,,,,
United States,,Seed Treatment,279-9616,VERIMARK,FMC Corporation,Seed Treatment - Liquid,Liquid,0.46,0.75,fl oz/cwt,,,,Cyantraniliprole,1.67,lb/gal,14.67,,,,,,,,,,,,
United States,,Field Insecticide,279-9616,VERIMARK,FMC Corporation,Furrow,Liquid,6.75,13.5,fl oz/acre,,,,Cyantraniliprole,1.67,lb/gal,14.67,,,,,,,,,,,,
Canada,,Field Insecticide,8277,CYAZOFAMID 400SC,ISK Biosciences Corporation,Foliar,Liquid,0.55,1,l/ha,7,12,7,Cyazofamid,400,g/L,15.33333333,,,,,,,,,,,,
United States,,Field Fungicide - 34inch Spacing,71512-3-279,RANMAN,FMC Corporation,Furrow,Liquid,6.5,6.5,fl oz/acre,,12,,Cyazofamid,3.33,lb/gal,15.33333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,71512-3-279,RANMAN,FMC Corporation,Furrow,Liquid,6.1,6.1,fl oz/acre,,12,7,Cyazofamid,3.33,lb/gal,15.33333333,,,,,,,,,,,,
United States,,Field Fungicide,71512-3-279,RANMAN,FMC Corporation,Foliar,Liquid,1.4,2.75,fl oz/acre,7,12,7,Cyazofamid,3.33,lb/gal,15.33333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,71512-3-279,RANMAN,FMC Corporation,Lay-by,Liquid,2.75,2.75,fl oz/acre,,12,7,Cyazofamid,3.33,lb/gal,15.33333333,,,,,,,,,,,,
Canada,,Field Fungicide,30716,RANMAN 400SC,ISK Biosciences Corporation,Foliar,Liquid,0.099,0.198,l/ha,,12,7,Cyazofamid,400,g/L,15.33333333,,,,,,,,,,,,
United States,,Field Insecticide,264-770,LEVERAGE 2.7,Bayer Crop Science LP,Foliar,Liquid,3,3.8,fl oz/acre,7,12,7,Cyfluthrin,1.6,lb/gal,31.56666667,Imidacloprid,1.1,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,264-1104,LEVERAGE 360 INSECTICIDE,Bayer Crop Science LP,Foliar,Liquid,2.8,2.8,fl oz/acre,7,12,7,Cyfluthrin,1,lb/gal,31.56666667,Imidacloprid,2,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,264-745,BAYTHROID 2,Bayer Crop Science LP,Foliar,Liquid,0.8,2.8,fl oz/acre,5,12,0,Cyfluthrin,2,lb/gal,31.56666667,,,,,,,,,,,,
United States,,Field Insecticide,264-840,BAYTHROID XL,Bayer Crop Science LP,Foliar,Liquid,0.8,2.8,fl oz/acre,5,12,0,Cyfluthrin,1,lb/gal,31.56666667,,,,,,,,,,,,
United States,,Field Insecticide,34704-978,TOMBSTONE HELIOS,Loveland Products Inc.,Foliar,Liquid,0.8,2.8,fl oz/acre,5,12,0,Cyfluthrin,2,lb/gal,31.56666667,,,,,,,,,,,,
United States,,Field Insecticide,34704-978,TOMBSTONE HELIOS,Loveland Products Inc.,Chemigation,Liquid,0.8,2.8,fl oz/acre,5,12,0,Cyfluthrin,2,lb/gal,31.56666667,,,,,,,,,,,,
United States,,Field Insecticide,34704-912,TOMBSTONE INSECTICIDE,Loveland Products Inc.,Foliar,Liquid,0.8,2.8,fl oz/acre,5,12,0,Cyfluthrin,2,lb/gal,31.56666667,,,,,,,,,,,,
United States,Idaho,Field Insecticide,67760-96,DECLARE INSECTICIDE,FMC CORPORATION,Foliar,Liquid,0.77,1.54,fl oz/acre,7,48,7,Cyhalothrin,1.25,lb/gal,44.17,,,,,,,,,,,,
United States,Maine,Field Insecticide,67760-96,DECLARE INSECTICIDE,FMC CORPORATION,Foliar,Liquid,0.77,1.54,fl oz/acre,7,48,7,Cyhalothrin,1.25,lb/gal,44.17,,,,,,,,,,,,
United States,Washington,Field Insecticide,67760-96,DECLARE INSECTICIDE,FMC CORPORATION,Foliar,Liquid,0.77,1.54,fl oz/acre,7,48,7,Cyhalothrin,1.25,lb/gal,44.17,,,,,,,,,,,,
United States,,Field Fungicide,352-604,TANOS,"CORTEVA AGRISCIENCE, LLC",Foliar,Dry,6,8,oz/acre,5,12,14,Cymoxanil,25,%,35.48,Famoxadone,25,%,10.36333333,,,,,,,,
United States,,Field Fungicide,352-604,TANOS,"CORTEVA AGRISCIENCE, LLC",Chemigation,Dry,6,8,oz/acre,5,12,14,Cymoxanil,25,%,35.48,Famoxadone,25,%,10.36333333,,,,,,,,
United States,,Field Fungicide,352-592,CURZATE 60 DF,"CORTEVA AGRISCIENCE, LLC",Foliar,Dry,3.2,3.2,oz/acre,5,12,14,Cymoxanil,60,%,35.48,,,,,,,,,,,,
United States,,Seed Treatment,352-592,CURZATE 60 DF,"CORTEVA AGRISCIENCE, LLC",Seed Treatment - Powder,Dry,0.25,0.25,oz/cwt,,12,14,Cymoxanil,60,%,35.48,,,,,,,,,,,,
Canada,,Field Fungicide,26284,CURZATE 60 DF,Production Agriscience Canada Company,Foliar,Dry,225,225,g/ha,5,24,8,Cymoxanil,60,%,35.48,,,,,,,,,,,,
Canada,,Field Fungicide,27435,TANOS 50 DF,Production Agriscience Canada Company,Foliar,Dry,560,840,g/ha,12,24,14,Cymoxanil,25,%,35.48,,,,,,,,,,,,
Canada,,Field Insecticide,15738,RIPCORD 400 EC,BASF Canada Inc.,Foliar,Liquid,62.5,125,ml/ha,10,12,7,Cypermethrin,407,g/L,36.35,,,,,,,,,,,,
Canada,,Field Insecticide,28795,UP-CYDE 2.5 EC,"UPL NA, Inc.",Foliar,Liquid,140,200,ml/ha,10,12,7,Cypermethrin,250,g/L,36.35,,,,,,,,,,,,
United States,,Field Fungicide,10163-226,BOTRAN 5F,Gowan Company,Foliar,Liquid,1.2,3.667,qt/acre,,12,20,DCNA,5,lb/gal,23.67333333,,,,,,,,,,,,
United States,,Field Fungicide,10163-189,BOTRAN 75-W FUNGICIDE,Gowan Company,Foliar,Dry,2,6,lb/acre,7,12,20,DCNA,75,%,23.67333333,,,,,,,,,,,,
Canada,,Field Insecticide,29611,CONCEPT,Bayer CropScience Inc.,Foliar,Liquid,650,650,ml/ha,,12,7,Deltamethrin,10,g/L,28.38333333,Imidacloprid,75,g/L,36.71,,,,,,,,
Canada,,Field Insecticide,33700,DECIS 100EC INSECTICIDE,Bayer CropScience Inc.,Foliar,Liquid,50,125,ml/ha,5,12,1,Deltamethrin,100,g/L,28.38333333,,,,,,,,,,,,
Canada,Prince Edward Island,Field Insecticide,22478,DECIS 5 EC,Bayer CropScience Inc.,Foliar,Liquid,100,150,ml/ha,5,12,1,Deltamethrin,50,g/L,28.38333333,,,,,,,,,,,,
Canada,Alberta,Field Insecticide,17734,DECIS 5 EC,Bayer CropScience Inc.,Foliar,Liquid,100,150,ml/ha,5,12,1,Deltamethrin,50,g/L,28.38333333,,,,,,,,,,,,
Canada,New Brunswick,Field Insecticide,22478,DECIS 5 EC,Bayer CropScience Inc.,Foliar,Liquid,100,150,ml/ha,5,12,1,Deltamethrin,50,g/L,28.38333333,,,,,,,,,,,,
Canada,Manitoba,Field Insecticide,17734,DECIS 5 EC,Bayer CropScience Inc.,Foliar,Liquid,100,150,ml/ha,5,12,1,Deltamethrin,50,g/L,28.38333333,,,,,,,,,,,,
Canada,New Brunswick,Field Insecticide,25573,DECIS FLOWABLE,Bayer CropScience Inc.,Foliar,Liquid,100,250,ml/ha,3,12,1,Deltamethrin,50,g/L,28.38333333,,,,,,,,,,,,
United States,,Field Insecticide,264-1011-1381,DELTA GOLD INSECTICIDE,"Winfield Solutions, LLC",Foliar,Liquid,1,2.4,fl oz/acre,3,12,3,Deltamethrin,1.5,lb/gal,28.38333333,,,,,,,,,,,,
United States,Idaho,Field Fungicide,91234-246,ORBUS ESQ,Atticus LLC,Foliar,Liquid,9,14.5,fl oz/acre,7,48,14,Difenoconazole,0.92,lb/gal,22,Fluazinam,2.11,lb/gal,23.33333333,,,,,,,,
United States,Wisconsin,Field Fungicide,91234-246,ORBUS ESQ,Atticus LLC,Foliar,Liquid,9,14.5,fl oz/acre,7,48,14,Difenoconazole,0.92,lb/gal,22,Fluazinam,2.11,lb/gal,23.33333333,,,,,,,,
United States,Washington,Field Fungicide,91234-246,ORBUS ESQ,Atticus LLC,Foliar,Liquid,9,14.5,fl oz/acre,7,48,14,Difenoconazole,0.92,lb/gal,22,Fluazinam,2.11,lb/gal,23.33333333,,,,,,,,
United States,Idaho,Seed Treatment,100-1556,CRUISER MAXX VIBRANCE,Syngenta Crop Protection,Seed Treatment - Liquid,Liquid,0.5,0.5,fl oz/cwt,,12,,Difenoconazole,0.64,lb/gal,22,Fludioxonil,0.32,lb/gal,23.865,Sedaxane,0.64,lb/gal,19.17,Thiamethoxam,1.28,lb/gal,33.29833333
United States,Maine,Seed Treatment,100-1556,CRUISER MAXX VIBRANCE,Syngenta Crop Protection,Seed Treatment - Liquid,Liquid,0.5,0.5,fl oz/cwt,,12,,Difenoconazole,0.64,lb/gal,22,Fludioxonil,0.32,lb/gal,23.865,Sedaxane,0.64,lb/gal,19.17,Thiamethoxam,1.28,lb/gal,33.29833333
United States,Wisconsin,Seed Treatment,100-1556,CRUISER MAXX VIBRANCE,Syngenta Crop Protection,Seed Treatment - Liquid,Liquid,0.5,0.5,fl oz/cwt,,12,,Difenoconazole,0.64,lb/gal,22,Fludioxonil,0.32,lb/gal,23.865,Sedaxane,0.64,lb/gal,19.17,Thiamethoxam,1.28,lb/gal,33.29833333
United States,Washington,Seed Treatment,100-1556,CRUISER MAXX VIBRANCE Potato,Syngenta Crop Protection,Seed Treatment - Liquid,Liquid,0.5,0.5,fl oz/cwt,,12,,Difenoconazole,0.64,lb/gal,22,Fludioxonil,0.32,lb/gal,23.865,Sedaxane,0.64,lb/gal,19.17,Thiamethoxam,1.28,lb/gal,33.29833333
Canada,,Seed Treatment,32009,CRUISER MAXX VIBRANCE Potato,SYNGENTA CANADA INC.,Seed Treatment - Liquid,Liquid,32.5,32.5,ml/100kg,,,,Difenoconazole,76.9,g/L,22,Fludioxonil,38.4,g/L,23.865,Sedaxane,76.9,g/L,19.17,Thiamethoxam,154,g/L,33.29833333
Canada,,Seed Treatment,31024,CRUISER MAXX POTATO EXTREME,"Syngenta Canada, Inc.",Seed Treatment - Liquid,Liquid,20,20,ml/100kg,,,,Difenoconazole,123,g/L,22,Fludioxonil,62.5,g/L,23.865,Thiamethoxam,250,g/L,33.29833333,,,,
United States,,Seed Treatment,100-1444,CRUISER MAXX POTATO EXTREME,Syngenta Crop Protection,Seed Treatment - Liquid,Liquid,0.31,0.31,fl oz/cwt,,12,,Difenoconazole,1.03,lb/gal,22,Fludioxonil,0.52,lb/gal,23.865,Thiamethoxam,2.08,lb/gal,33.29833333,,,,
United States,,Seed Treatment,100-1628,VIBRANCE ULTRA POTATO,Syngenta Crop Protection,Seed Treatment - Liquid,Liquid,0.5,0.5,fl oz/cwt,,,,Difenoconazole,0.64,lb/gal,22,Mandipropamid,1.28,lb/gal,27.14166667,Sedaxane,0.64,lb/gal,19.17,,,,
Canada,,Seed Treatment,33171,VIBRANCE ULTRA POTATO,"Syngenta Canada, Inc.",Seed Treatment - Liquid,Liquid,32,32,ml/100kg,,,,Difenoconazole,154.3,g/L,22,Mandipropamid,154.3,g/L,27.14166667,Sedaxane,77.2,g/L,19.17,,,,
United States,,Field Fungicide,100-1278,REVUS TOP,Syngenta Crop Protection,Foliar,Liquid,5.5,7,fl oz/acre,7,12,14,Difenoconazole,2.08,lb/gal,22,Mandipropamid,2.08,lb/gal,27.14166667,,,,,,,,
United States,,Field Fungicide,100-1278,REVUS TOP,Syngenta Crop Protection,Chemigation,Liquid,5.5,7,fl oz/acre,7,12,14,Difenoconazole,2.08,lb/gal,22,Mandipropamid,2.08,lb/gal,27.14166667,,,,,,,,
