CP ID,Name,Concentration_Amount__c,UOM Master.Short_Name__c,Formulation__c
a1YOF0000002SeX2AU,Fluazinam,2.11,lb/gal,Liquid
a1YOF000000S8HB2A0,Azoxystrobin,2.12,lb/gal,Liquid
a1Y4W000002lTSxUAM,Clothianidin,2.13,lb/gal,Liquid
a1YOF000000PI092AG,Lambda-cyhalothrin,2.19,lb/gal,Liquid
a1YOF0000005zFl2AI,Metribuzin,2.23,lb/gal,Liquid
a1Y4W000002lgejUAA,Maleic hydrazide,2.25,lb/gal,Liquid
a1Y4W000002lTRkUAM,Maleic hydrazide,2.25,lb/gal,Liquid
a1YOF000000DXML2A4,Maleic hydrazide,2.25,lb/gal,Liquid
a1Y4W000004Cx60UAC,Bifenthrin,2.26,lb/gal,Liquid
a1Y4W000002lTSpUAM,Copper,2.27,lb/gal,Liquid
a1Y4W000002lsmkUAA,Methomyl,2.4,lb/gal,Liquid
a1Y4W000002lTWJUA2,Methomyl,2.4,lb/gal,Liquid
a1Y4W000002lgbMUAQ,Ferric phosphate,2.42,%,Dry
a1Y4W000002lgckUAA,Ferric phosphate,2.42,%,Dry
a1Y4W000002lgXaUAI,Ferric phosphate,2.42,%,Dry
a1Y4W000002lgXcUAI,Ferric phosphate,2.42,%,Dry
a1Y4W000002lgZ0UAI,Ferric phosphate,2.42,%,Dry
a1Y4W000002lU4WUAU,Ferric phosphate,2.42,%,Dry
a1Y4W000002lTaMUAU,Hydrogen dioxide,2.48,lb/gal,Liquid
a1Y4W000002lTRaUAM,Hydrogen dioxide,2.49,lb/gal,Liquid
a1Y4W000002lTaPUAU,"1,3-dichloropropene",2.5,lb/gal,Liquid
a1Y4W000002lTbqUAE,Ametoctradin,2.5,lb/gal,Liquid
a1Y4W000002ltEsUAI,Glyphosate,2.5,lb/gal,Liquid
a1YOF0000002IP32AM,Esfenvalerate,2.5,%,Liquid
a1YOF0000002RAb2AM,Esfenvalerate,2.5,%,Liquid
a1YOF0000002T5x2AE,Esfenvalerate,2.5,%,Liquid
a1YOF0000002TKT2A2,Esfenvalerate,2.5,%,Liquid
a1YOF000000bjkX2AQ,Thyme Oil,2.5,%,Liquid
a1YOF000000gAPZ2A2,Bacillus subtilis strain QST 713,2.5,%,Liquid
a1YOF000000gAPZ2A2,Bacillus velezensis,2.5,%,Liquid
a1YOF000000hOVJ2A2,Esfenvalerate,2.5,%,Liquid
a1YOF000000QJob2AG,Glyphosate,2.5,lb/gal,Liquid
a1YOF00000027ob2AA,Pyraflufen-ethyl,2.65,%,Liquid
a1YOF00000032DN2AY,Pyraflufen-ethyl,2.65,%,Liquid
a1YOF000000hPJJ2A2,Pyraflufen-ethyl,2.65,%,Liquid
a1YOF000000hvmD2AQ,Pyraflufen-ethyl,2.65,%,Liquid
a1YOF000000if4H2AQ,Pyraflufen-ethyl,2.65,%,Liquid
a1Y4W000002lgdcUAA,Dimethoate,2.67,lb/gal,Liquid
a1Y4W000002lTYZUA2,Pyraclostrobin,2.78,lb/gal,Liquid
a1Y4W000002lTbpUAE,Metalaxyl,2.8,lb/gal,Liquid
a1Y4W000002lTUWUA2,Bacillus thuringiensis,2.8,lb/gal,Liquid
a1Y4W000002lTU6UAM,Thiamethoxam,2.85,lb/gal,Liquid
a1Y4W000002lgYzUAI,Ferric phosphate,2.9,%,Dry
a1Y4W000002lTbMUAU,Pendimethalin,2.9,lb/gal,Liquid
a1YOF0000002SoD2AU,Ferric phosphate,2.9,%,Dry
a1YOF0000002St32AE,Ferric phosphate,2.9,%,Liquid
a1YOF000000hPCr2AM,Ferric phosphate,2.9,%,Dry
a1YOF000000huJt2AI,Ferric phosphate,2.9,%,Dry
a1Y4W000002lgVwUAI,Ferric phosphate,2.94,%,Dry
a1Y4W000002lgXMUAY,Ferric phosphate,2.94,%,Dry
a1Y4W000002lgYEUAY,Ferric phosphate,2.94,%,Dry
a1Y4W000002lgbUUAQ,Metaldehyde,3,%,Dry
a1Y4W000002lgbwUAA,Metaldehyde,3,%,Dry
a1Y4W000002lgVzUAI,Metaldehyde,3,%,Dry
a1Y4W000002lgWkUAI,Metaldehyde,3,%,Dry
a1Y4W000002lgX8UAI,Metaldehyde,3,%,Dry
a1Y4W000002lTa5UAE,Ethalfluralin,3,lb/gal,Liquid
a1Y4W000002lTaGUAU,Chlorpropham,3,lb/gal,Liquid
a1Y4W000002lTUGUA2,Paraquat,3,lb/gal,Liquid
a1Y4W000002lTUpUAM,Azoxystrobin,3,lb/gal,Dry
a1Y4W000002lTUUUA2,Metribuzin,3,lb/gal,Liquid
a1Y4W000002lTVBUA2,Paraquat,3,lb/gal,Liquid
a1Y4W000002lTXUUA2,Copper hydroxide,3,lb/gal,Liquid
a1Y4W000002lU3cUAE,Metaldehyde,3,%,Dry
a1Y4W000002lU3fUAE,Metaldehyde,3,%,Dry
a1Y4W000002lU4lUAE,Metaldehyde,3,%,Liquid
a1Y4W000002lU4RUAU,Metaldehyde,3,%,Dry
a1Y4W000002lU4SUAU,Metaldehyde,3,%,Dry
a1Y4W000002lU5eUAE,Metaldehyde,3,%,Liquid
a1Y4W000002lU5JUAU,Metaldehyde,3,%,Dry
a1Y4W000002lU5qUAE,Metaldehyde,3,%,Liquid
a1Y4W000002lU6uUAE,Metaldehyde,3,%,Dry
a1Y4W000004Cw3hUAC,Clethodim,3,lb/gal,Liquid
a1Y4W000004Cx4dUAC,Clethodim,3,lb/gal,Liquid
a1YOF0000000yvR2AQ,Paraquat,3,lb/gal,Liquid
a1YOF0000001zav2AA,Paraquat,3,lb/gal,Liquid
a1YOF00000028Ph2AI,Oxathiapiprolin,3,%,Liquid
a1YOF000000hOez2AE,Glyphosate,3,%,Liquid
a1Y4W000002lTWUUA2,Pyrimethanil,3.12,lb/gal,Liquid
a1Y4W000002lTSXUA2,Permethrin,3.2,lb/gal,Liquid
a1Y4W000002lTYBUA2,Permethrin,3.2,lb/gal,Liquid
a1Y4W000002lTYDUA2,Permethrin,3.2,lb/gal,Liquid
a1Y4W000002lTYQUA2,Permethrin,3.2,lb/gal,Liquid
a1Y4W000002lTZhUAM,Dinotefuran,3.24,lb/gal,Liquid
a1Y4W000002lgeIUAQ,Pendimethalin,3.3,lb/gal,Liquid
a1Y4W000002lqdfUAA,Glyphosate,3.3,lb/gal,Liquid
a1Y4W000002lt05UAA,Azoxystrobin,3.3,lb/gal,Liquid
a1Y4W000002lTaKUAU,Pendimethalin,3.3,lb/gal,Liquid
a1Y4W000002lTS7UAM,Pendimethalin,3.3,lb/gal,Liquid
a1Y4W000002lTVHUA2,Pendimethalin,3.3,lb/gal,Liquid
a1Y4W000002lTY3UAM,Pendimethalin,3.3,lb/gal,Liquid
a1Y4W000002lTY6UAM,Pendimethalin,3.3,lb/gal,Liquid
a1Y4W000002lTYhUAM,Pendimethalin,3.3,lb/gal,Liquid
a1Y4W000003eUSMUA2,Pendimethalin,3.3,lb/gal,Liquid
a1YOF000000QJob2AG,Glyphosate,3.3,lb/gal,Liquid
a1Y4W000002lTXtUAM,Chlorothalonil,3.32,lb/gal,Liquid
a1Y4W000002ltEsUAI,Glyphosate,3.33,lb/gal,Liquid
a1Y4W000002lTYtUAM,Cyazofamid,3.33,lb/gal,Liquid
a1YOF000000XVg92AG,Bacillus chitinosporus,3.33,%,Liquid
a1Y4W000002lTYgUAM,Mefentrifluconazole,3.34,lb/gal,Liquid
a1Y4W000002lTZHUA2,Chlorothalonil,3.34,lb/gal,Liquid
a1Y4W000002lTX9UAM,S-metolachlor,3.35,lb/gal,Liquid
a1YOF000000YJ6f2AG,Thyme Oil,3.5,%,Liquid
a1YOF000000bjuD2AQ,Trichoderma harzianum Rifai strain T-22*..,3.65,%,Dry
a1Y4W000002lTUYUA2,Diquat,3.73,lb/gal,Liquid
a1Y4W000002lTVwUAM,Chloropicrin,3.73,lb/gal,Liquid
a1YOF000000fRc92AE,Pyroxasulfone,3.733,lb/gal,Liquid
a1Y4W000002lTbcUAE,Oxamyl,3.77,lb/gal,Liquid
a1Y4W000002lTbdUAE,Oxamyl,3.77,lb/gal,Liquid
a1Y4W000002lTZBUA2,Oxamyl,3.77,lb/gal,Liquid
a1Y4W000002lgdRUAQ,Metribuzin,3.8,lb/gal,Liquid
a1Y4W000002lTSFUA2,Bacillus thuringiensis,3.8,%,Dry
a1Y4W000002lTVXUA2,Metribuzin,3.8,lb/gal,Liquid
a1Y4W000002lTXBUA2,Flutolanil,3.8,lb/gal,Liquid
a1Y4W000002lTXEUA2,Flutolanil,3.8,lb/gal,Liquid
a1Y4W000002lTXLUA2,Potassium salts of fatty acids,3.8,lb/gal,Liquid
a1Y4W000002lTYiUAM,Pendimethalin,3.8,lb/gal,Liquid
a1Y4W000002lTZdUAM,Pendimethalin,3.8,lb/gal,Liquid
a1Y4W000004CwKsUAK,Metribuzin,3.8,lb/gal,Liquid
a1Y4W000002lt1wUAA,S-metolachlor,3.83,lb/gal,Liquid
a1Y4W000002lgWLUAY,Metalaxyl-M,3.88,%,Dry
a1Y4W000002lgXKUAY,Metalaxyl-M,3.88,%,Dry
a1Y4W000002lU4aUAE,Metalaxyl-M,3.88,%,Dry
a1Y4W000002lTahUAE,Chloropicrin,3.89,lb/gal,Liquid
a1Y4W000002lgeuUAA,Phosphorous Acid,3.9,lb/gal,Liquid
a1Y4W000002lTRgUAM,Phosphorous Acid,3.9,lb/gal,Liquid
a1Y4W000002lTVGUA2,Phosphorous Acid,3.9,lb/gal,Liquid
a1Y4W000002lgaCUAQ,Potassium,4,%,Liquid
a1Y4W000002lgddUAA,Dimethoate,4,lb/gal,Liquid
a1Y4W000002lgeAUAQ,Mancozeb,4,lb/gal,Liquid
a1Y4W000002lgeyUAA,Trifluralin,4,lb/gal,Liquid
a1Y4W000002lgVrUAI,Alkylphenyl Hydroxypolyoxyethylene,4,g/L,Liquid
a1Y4W000002lqeOUAQ,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lsDOUAY,Dimethoate,4,lb/gal,Liquid
a1Y4W000002lTa9UAE,Fludioxonil,4,lb/gal,Liquid
a1Y4W000002lTaXUAU,Triphenyltin hydroxide,4,lb/gal,Liquid
a1Y4W000002lTb3UAE,Trifluralin,4,lb/gal,Liquid
a1Y4W000002lTb8UAE,Metribuzin,4,lb/gal,Liquid
a1Y4W000002lTbDUAU,Trifluralin,4,lb/gal,Liquid
a1Y4W000002lTbFUAU,Trifluralin,4,lb/gal,Liquid
a1Y4W000002lTbGUAU,Trifluralin,4,lb/gal,Liquid
a1Y4W000002lTbiUAE,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTbjUAE,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTbmUAE,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTkFUAU,Metalaxyl,4,%,Dry
a1Y4W000002lTkUUAU,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTRjUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTRMUA2,Mancozeb,4,lb/gal,Liquid
a1Y4W000002lTRmUAM,Carbaryl,4,lb/gal,Liquid
a1Y4W000002lTRWUA2,Mancozeb,4,lb/gal,Liquid
a1Y4W000002lTS5UAM,Bifenazate,4,lb/gal,Liquid
a1Y4W000002lTSCUA2,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTSHUA2,Triphenyltin hydroxide,4,lb/gal,Liquid
a1Y4W000002lTSNUA2,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTTAUA2,Pentachloronitrobenzene,4,lb/gal,Liquid
a1Y4W000002lTTPUA2,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTTQUA2,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTTuUAM,Phosphorous Acid,4,lb/gal,Liquid
a1Y4W000002lTTXUA2,Carbaryl,4,lb/gal,Liquid
a1Y4W000002lTU0UAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTU3UAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTU4UAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTUbUAM,Mancozeb,4,lb/gal,Liquid
a1Y4W000002lTUKUA2,Dimethoate,4,lb/gal,Liquid
a1Y4W000002lTUMUA2,Dimethoate,4,lb/gal,Liquid
a1Y4W000002lTUrUAM,Ethaboxam,4,lb/gal,Liquid
a1Y4W000002lTV5UAM,Fluoxastrobin,4,lb/gal,Liquid
a1Y4W000002lTVaUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTVbUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTVcUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTVdUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTVsUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTVZUA2,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTW0UAM,Iprodione,4,lb/gal,Liquid
a1Y4W000002lTWaUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTWhUAM,Fludioxonil,4,lb/gal,Liquid
a1Y4W000002lTWRUA2,Linuron,4,lb/gal,Liquid
a1Y4W000002lTWtUAM,Metalaxyl,4,lb/gal,Liquid
a1Y4W000002lTWuUAM,Iprodione,4,lb/gal,Liquid
a1Y4W000002lTWWUA2,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTWXUA2,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTWYUA2,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTWzUAM,Metribuzin,4,lb/gal,Liquid
a1Y4W000002lTX1UAM,Metribuzin,4,lb/gal,Liquid
a1Y4W000002lTX5UAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTXbUAM,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTXdUAM,Spiromesifen,4,lb/gal,Liquid
a1Y4W000002lTXIUA2,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTXKUA2,Spirotetramat,4,lb/gal,Liquid
a1Y4W000002lTXkUAM,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTXQUA2,Iprodione,4,lb/gal,Liquid
a1Y4W000002lTXsUAM,Mefenoxam,4,lb/gal,Liquid
a1Y4W000002lTY8UAM,Mancozeb,4,lb/gal,Liquid
a1Y4W000002lTYfUAM,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTYqUAM,Mefenoxam (soil),4,lb/gal,Liquid
a1Y4W000002lTYuUAM,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTZ1UAM,Metalaxyl,4,lb/gal,Liquid
a1Y4W000002lTZ3UAM,Fipronil,4,lb/gal,Liquid
a1Y4W000002lTZgUAM,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTZJUA2,Mefenoxam (foliar),4,%,Dry
a1Y4W000002lTZKUA2,Mefenoxam (foliar),4,%,Dry
a1Y4W000002lTZLUA2,Mefenoxam,4,lb/gal,Liquid
a1Y4W000002lTZQUA2,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTZTUA2,Glyphosate,4,lb/gal,Liquid
a1Y4W000002lTZtUAM,Carbaryl,4,lb/gal,Liquid
a1Y4W000002lTZWUA2,Iprodione,4,lb/gal,Liquid
a1Y4W000002lU6jUAE,Metaldehyde,4,%,Liquid
a1Y4W000002lU6kUAE,Metaldehyde,4,%,Dry
a1Y4W000002w8OuUAI,Mancozeb,4,lb/gal,Liquid
a1Y4W000003unhDUAQ,Dimethoate,4,lb/gal,Liquid
a1Y4W000004Cw0EUAS,Bifenazate,4,lb/gal,Liquid
a1Y4W000004CwS9UAK,Dimethoate,4,lb/gal,Liquid
a1Y4W000004Cx4xUAC,Fludioxonil,4,lb/gal,Liquid
a1Y4W000004Cx6tUAC,Glyphosate,4,lb/gal,Liquid
a1Y4W000004CxXVUA0,Metalaxyl,4,lb/gal,Liquid
a1Y4W000004CyEpUAK,Bifenazate,4,lb/gal,Liquid
a1YOF0000000z1t2AA,Mefenoxam,4,lb/gal,Liquid
a1YOF0000002fBx2AI,Quizalofop-P-tefuryl,4,%,Liquid
a1YOF000000g51h2AA,Imidacloprid,4,lb/gal,Liquid
a1YOF000000MpAL2A0,Glyphosate,4,lb/gal,Liquid
a1YOF000000Y5DN2A0,Mefenoxam (foliar),4,lb/gal,Liquid
a1YOF000000ZMor2AG,Imidacloprid,4,lb/gal,Liquid
a1YOF000000ZMs52AG,Imidacloprid,4,lb/gal,Liquid
a1Y4W000002lTabUAE,Phosphorous Acid,4.1,lb/gal,Liquid
a1Y4W000002lTWnUAM,Thiabendazole,4.1,lb/gal,Liquid
a1Y4W000002lgeYUAQ,Fenamidone,4.13,lb/gal,Liquid
a1Y4W000002lTYzUAM,Fenamidone,4.13,lb/gal,Liquid
a1Y4W000002lgezUAA,Phosphorous Acid,4.16,lb/gal,Liquid
a1Y4W000002lTRrUAM,Fluopyram,4.16,lb/gal,Liquid
a1Y4W000002lTZAUA2,Phosphorous Acid,4.16,lb/gal,Liquid
a1Y4W000002lgeFUAQ,Fluazinam,4.17,lb/gal,Liquid
a1Y4W000002lTanUAE,Chlorothalonil,4.17,lb/gal,Liquid
a1Y4W000002lTb1UAE,Glyphosate,4.17,lb/gal,Liquid
a1Y4W000002lTbrUAE,Pyroxasulfone,4.17,lb/gal,Liquid
a1Y4W000002lTRIUA2,Chlorothalonil,4.17,lb/gal,Liquid
a1Y4W000002lTTIUA2,Chlorothalonil,4.17,lb/gal,Liquid
a1Y4W000002lTUnUAM,Chlorothalonil,4.17,lb/gal,Liquid
a1Y4W000002lTV0UAM,Chlorothalonil,4.17,lb/gal,Liquid
a1Y4W000002lTVQUA2,Trifloxystrobin,4.17,lb/gal,Liquid
a1Y4W000002lTXeUAM,Fluazinam,4.17,lb/gal,Liquid
a1Y4W000002lTXfUAM,Fluazinam,4.17,lb/gal,Liquid
a1Y4W000002lTZ5UAM,Phosphorous Acid,4.17,lb/gal,Liquid
a1Y4W000002lTVFUA2,Dimethomorph,4.18,lb/gal,Liquid
a1Y4W000002lTbtUAE,Chlorothalonil,4.19,lb/gal,Liquid
a1Y4W000002lTYbUAM,Phosphorous Acid,4.2,lb/gal,Liquid
a1Y4W000002lTZDUA2,Potassium phosphite,4.2,lb/gal,Liquid
a1Y4W000002lTZiUAM,Pelargonic acid,4.2,lb/gal,Liquid
a1Y4W000002lTZjUAM,Metam-sodium,4.22,lb/gal,Liquid
a1Y4W000003eUSIUA2,Chlorothalonil,4.24,lb/gal,Liquid
a1Y4W000002lTSOUA2,Garlic,4.25,lb/gal,Liquid
a1Y4W000002lTWqUAM,Metam-sodium,4.25,lb/gal,Liquid
a1Y4W000002lTbUUAU,Metam-sodium,4.26,lb/gal,Liquid
a1Y4W000002lTRdUAM,Phosphorous Acid,4.32,lb/gal,Liquid
a1Y4W000002lTYEUA2,Phosphorous Acid,4.32,lb/gal,Liquid
a1Y4W000002lTWCUA2,Phosphorous Acid,4.41,lb/gal,Liquid
a1Y4W000002lU44UAE,Cymoxanil,4.5,%,Dry
a1Y4W000002lU45UAE,Cymoxanil,4.5,%,Liquid
a1Y4W000002lU48UAE,Cymoxanil,4.5,%,Dry
a1Y4W000002lU5hUAE,Cymoxanil,4.5,%,Liquid
a1Y4W000002lU5pUAE,Cymoxanil,4.5,%,Dry
a1Y4W000002lU5zUAE,Cymoxanil,4.5,%,Liquid
a1Y4W000002lU77UAE,Cymoxanil,4.5,%,Dry
a1Y4W000004Cx5bUAC,Thiophanate-methyl,4.5,lb/gal,Liquid
a1Y4W000002lU6VUAU,Cymoxanil,4.59,%,Dry
a1Y4W000002lTSAUA2,Imidacloprid,4.6,lb/gal,Liquid
a1Y4W000002lTTbUAM,Copper hydroxide,4.6,lb/gal,Liquid
a1Y4W000002lTXaUAM,Imidacloprid,4.6,lb/gal,Liquid
a1Y4W000002lTZMUA2,Mefenoxam (soil),4.8,%,Dry
a1YOF000000Ohjl2AC,Glyphosate,4.8,lb/gal,Liquid
a1Y4W000002lgbYUAQ,Cymoxanil,5,%,Dry
a1Y4W000002lgWwUAI,Cymoxanil,5,%,Dry
a1Y4W000002lTbTUAU,Chlorantraniliprole,5,lb/gal,Liquid
a1Y4W000002lTTBUA2,"2,6-Dichloro-4-nitroaniline",5,lb/gal,Liquid
a1Y4W000002lTU5UAM,Thiamethoxam,5,lb/gal,Liquid
a1Y4W000002lTUBUA2,Sodium chlorate,5,lb/gal,Liquid
a1Y4W000002lTYoUAM,Chlorothalonil,5,lb/gal,Liquid
a1Y4W000002lTZfUAM,Pyrimethanil,5,lb/gal,Liquid
a1Y4W000002lTZuUAM,Carbaryl,5,%,Dry
a1Y4W000002lU5ZUAU,Cymoxanil,5,%,Dry
a1Y4W000002lU70UAE,Cymoxanil,5,%,Dry
a1Y4W000003eV3rUAE,Bacillus Mix,5,CFUnitml,Liquid
a1Y4W000004CwJBUA0,Fulvic Acid,5,%,Liquid
a1Y4W000004Cwp9UAC,Azoxystrobin,5,%,Dry
a1Y4W000004Cx52UAC,Imidacloprid,5,lb/gal,Liquid
a1YOF0000002evp2AA,Lambda-cyhalothrin,5,%,Liquid
a1YOF0000002fgb2AA,Cymoxanil,5,%,Liquid
a1YOF0000002fYX2AY,Quizalofop-P-ethyl,5,%,Liquid
a1YOF0000002Ik12AE,Quizalofop-ethyl,5,%,Liquid
a1YOF0000002SBV2A2,Lambda-cyhalothrin,5,%,Liquid
a1YOF0000002SD72AM,Lambda-cyhalothrin,5,%,Liquid
a1YOF000000bjpN2AQ,Clove Oil,5,%,Liquid
a1YOF000000fOZR2A2,Chlorantraniliprole,5,lb/gal,Liquid
a1YOF000000hPZR2A2,Lambda-cyhalothrin,5,%,Liquid
a1YOF000000huIH2AY,Lambda-cyhalothrin,5,%,Liquid
a1YOF000000YJBV2A4,Streptomycin,5,%,Liquid
a1Y4W000002lTUgUAM,Glyphosate,5.07,lb/gal,Liquid
a1Y4W000002lgdsUAA,Metolachlor,5.25,lb/gal,Liquid
a1Y4W000002lTadUAE,Metolachlor,5.25,lb/gal,Liquid
a1Y4W000002lTTDUA2,S-metolachlor,5.25,lb/gal,Liquid
a1Y4W000002lTWLUA2,S-metolachlor,5.25,lb/gal,Liquid
a1Y4W000002lTYWUA2,Metolachlor,5.25,lb/gal,Liquid
a1Y4W000002lTT6UAM,Chlorpropham,5.3,lb/gal,Liquid
a1Y4W000002lTTvUAM,Coniothyrium minitans strain CON/M/91-08,5.3,%,Dry
a1Y4W000002lgecUAA,Glyphosate,5.4,lb/gal,Liquid
a1Y4W000002lqbyUAA,Glyphosate,5.4,lb/gal,Liquid
a1Y4W000002lqYzUAI,Glyphosate,5.4,lb/gal,Liquid
a1Y4W000002lrsIUAQ,Glyphosate,5.4,lb/gal,Liquid
a1Y4W000004CwtQUAS,Glyphosate,5.4,lb/gal,Liquid
a1Y4W000004CynQUAS,Phosphorous Acid,5.41,lb/gal,Liquid
a1Y4W000002lTbJUAU,Neem oil,5.46,lb/gal,Liquid
a1Y4W000002lTZaUAM,Glyphosate,5.5,lb/gal,Liquid
a1Y4W000002lTZRUA2,Glyphosate,5.5,lb/gal,Liquid
a1YOF0000000z572AA,Glyphosate,5.5,lb/gal,Liquid
a1YOF000000YJD72AO,Chitosan,5.75,%,Liquid
a1Y4W000002lTWBUA2,Metam-potassium,5.8,lb/gal,Liquid
a1Y4W000002lTWrUAM,Potassium N-methyldithiocarbamate,5.8,lb/gal,Liquid
a1Y4W000002lTZkUAM,Potassium N-methyldithiocarbamate,5.8,lb/gal,Liquid
a1Y4W000002lgrjUAA,Oil,5.95,lb/gal,Liquid
a1Y4W000002lgaCUAQ,nitrogen,6,%,Liquid
a1Y4W000002lgdBUAQ,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lgdkUAA,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lgdQUAQ,Sodium chlorate,6,lb/gal,Liquid
a1Y4W000002lslcUAA,Sulfur,6,lb/gal,Liquid
a1Y4W000002lTa1UAE,Dimethenamid-P,6,lb/gal,Liquid
a1Y4W000002lTa6UAE,Dimethenamid-P,6,lb/gal,Liquid
a1Y4W000002lTaRUAU,Sulfur,6,lb/gal,Liquid
a1Y4W000002lTaWUAU,Sulfur,6,lb/gal,Liquid
a1Y4W000002lTaZUAU,Sulfur,6,lb/gal,Liquid
a1Y4W000002lTbSUAU,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTc2UAE,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002ltOtUAI,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTTtUAM,Dimethenamid-P,6,lb/gal,Liquid
a1Y4W000002lTUdUAM,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTV1UAM,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTV3UAM,Dimethenamid-P,6,lb/gal,Liquid
a1Y4W000002lTVvUAM,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTWmUAM,Paecilomyces lilacinus strain 251,6,%,Dry
a1Y4W000002lTWTUA2,Sulfur,6,lb/gal,Liquid
a1Y4W000002lTX8UAM,Ethoprop,6,lb/gal,Liquid
a1Y4W000002lTXAUA2,Mancozeb,6,%,Dry
a1Y4W000002lTXgUAM,Propargite,6,lb/gal,Liquid
a1Y4W000002lTXhUAM,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTXnUAM,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTXSUA2,Mancozeb,6,%,Dry
a1Y4W000002lTXwUAM,Dimethenamid-P,6,lb/gal,Liquid
a1Y4W000002lTXzUAM,Mancozeb,6,%,Dry
a1Y4W000002lTYUUA2,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000002lTYYUA2,Propamocarb hydrochloride,6,lb/gal,Liquid
a1Y4W000003eV2tUAE,Chlorothalonil,6,lb/gal,Liquid
a1Y4W000003ungPUAQ,Sulfur,6,lb/gal,Liquid
a1Y4W000004Cv94UAC,Humic Acids,6,%,Liquid
a1YOF00000029aH2AQ,Carfentrazone-ethyl,6,%,Liquid
a1YOF00000029iL2AQ,Carfentrazone-ethyl,6,%,Liquid
a1YOF0000002ehJ2AQ,Flutolanil,6,%,Dry
a1YOF0000002fWv2AI,Flutolanil,6,%,Dry
a1YOF0000002Gv72AE,Carfentrazone-ethyl,6,%,Liquid
a1YOF000000huuz2AA,Valifenalate,6,%,Dry
a1YOF000000PHyX2AW,Mancozeb,6,%,Dry
a1YOF000000VflF2AS,Sulfur,6,lb/gal,Liquid
a1YOF0000002SwH2AU,Diflufenican,6.25,%,Liquid
a1Y4W000002lTT4UAM,Bacillus thuringiensis,6.4,%,Dry
a1Y4W000002lTZPUA2,Glyphosate,6.42,lb/gal,Liquid
a1Y4W000002lTTsUAM,Propargite,6.55,lb/gal,Liquid
a1Y4W000002lTVwUAM,"1,3-dichloropropene",6.57,lb/gal,Liquid
a1Y4W000002w8FdUAI,Surfactant blend,6.64,%,Liquid
a1Y4W000002lU6QUAU,Pyraclostrobin,6.7,%,Dry
a1YOF0000002fv72AA,Pyraclostrobin,6.7,%,Liquid
a1YOF000000hOlR2AU,Pyraclostrobin,6.7,%,Dry
a1Y4W000002lTRyUAM,1-Octanol,6.8,lb/gal,Liquid
a1Y4W000002lTahUAE,"1,3-dichloropropene",6.84,lb/gal,Liquid
a1Y4W000002lTaDUAU,Chlorpropham,7,lb/gal,Liquid
a1Y4W000002lTTlUAM,Chlorpropham,7,lb/gal,Liquid
a1Y4W000002lTUzUAM,EPTC,7,lb/gal,Liquid
a1Y4W000002lTW4UAM,Oil,7,lb/gal,Liquid
a1Y4W000002luPyUAI,Glucoethers,7,%,Liquid
a1YOF00000028Ph2AI,Benthiavalicarb,7,%,Liquid
